playerID,playerName,team,position,pts_std,pts_ppr,pts_half_ppr,pass_att,pass_cmp,pass_yd,pass_td,pass_int,rush_att,rush_yd,rush_td,rec_tgt,rec,rec_yd,rec_td,off_snp,opponent,week_num,ease_factor
5850,Josh Jacobs,GB,RB,14.4,14.4,14.4,,,,,,23.0,84.0,1.0,,,,,53.0,WAS,2,0.969
9753,Zach Charbonnet,SEA,RB,1.0,1.0,1.0,,,,,,15.0,10.0,,,,,,36.0,PIT,2,0.948
7527,Mac Jones,SF,QB,21.8,21.8,21.8,39.0,26.0,279.0,3.0,,6.0,6.0,,,,,,71.0,NO,2,1.025
11604,Brock Bowers,LV,TE,3.8,8.8,6.3,,,,,,,,,8.0,5.0,38.0,,54.0,LAC,2,0.917
11566,Jayden Daniels,WAS,QB,19.7,19.7,19.7,42.0,24.0,200.0,2.0,,7.0,17.0,,,,,,69.0,GB,2,0.934
5001,Dalton Schultz,HOU,TE,2.9,5.9,4.4,,,,,,,,,4.0,3.0,29.0,,29.0,TB,2,1.065
12658,Jackson Hawes,BUF,TE,0.5,1.5,1.0,,,,,,,,,1.0,1.0,5.0,,35.0,NYJ,2,1.217
5374,Justin Watson,HOU,WR,0.3,1.3,0.8,,,,,,,,,2.0,1.0,3.0,,20.0,TB,2,1.156
4033,David Njoku,CLE,TE,4.0,8.0,6.0,,,,,,,,,5.0,4.0,40.0,,60.0,BAL,2,0.902
5849,Kyler Murray,ARI,QB,15.0,15.0,15.0,25.0,17.0,220.0,1.0,1.0,7.0,32.0,,,,,,54.0,CAR,2,0.862
11068,Mitch Tinsley,CIN,WR,7.3,8.3,7.8,,,,,,,,,1.0,1.0,13.0,1.0,10.0,JAX,2,0.903
6819,Michael Pittman,IND,WR,4.0,8.0,6.0,,,,,,,,,5.0,4.0,40.0,,59.0,DEN,2,0.738
11575,Ray Davis,BUF,RB,2.4,2.4,2.4,,,,,,9.0,24.0,,,,,,20.0,NYJ,2,1.154
7002,Juwan Johnson,NO,TE,10.9,15.9,13.4,,,,,,,,,9.0,5.0,49.0,1.0,68.0,SF,2,1.127
5846,DK Metcalf,PIT,WR,8.0,11.0,9.5,,,,,,,,,6.0,3.0,20.0,1.0,56.0,SEA,2,0.97
8155,Breece Hall,NYJ,RB,3.8,5.8,4.8,,,,,,10.0,29.0,,3.0,2.0,9.0,,30.0,BUF,2,1.148
6806,J.K. Dobbins,DEN,RB,14.5,15.5,15.0,,,,,,14.0,76.0,1.0,2.0,1.0,9.0,,26.0,IND,2,0.988
6813,Jonathan Taylor,IND,RB,27.5,29.5,28.5,,,,,,25.0,165.0,,2.0,2.0,50.0,1.0,66.0,DEN,2,0.893
11564,Drake Maye,NE,QB,26.3,26.3,26.3,23.0,19.0,230.0,2.0,,10.0,31.0,1.0,,,,,60.0,MIA,2,1.074
6828,A.J. Dillon,PHI,RB,1.9,1.9,1.9,,,,,,3.0,19.0,,,,,,10.0,KC,2,0.891
7588,Javonte Williams,DAL,RB,19.0,25.0,22.0,,,,,,18.0,97.0,1.0,7.0,6.0,33.0,,64.0,NYG,2,1.414
8188,Tyquan Thornton,KC,WR,11.9,13.9,12.9,,,,,,,,,5.0,2.0,59.0,1.0,45.0,PHI,2,0.894
12501,Matthew Golden,GB,WR,1.5,1.5,1.5,,,,,,2.0,15.0,,2.0,,,,40.0,WAS,2,1.036
4234,Noah Brown,WAS,WR,0.9,1.9,1.4,,,,,,,,,4.0,1.0,9.0,,27.0,GB,2,1.089
9487,Parker Washington,JAX,WR,3.4,7.4,5.4,,,,,,,,,11.0,4.0,34.0,,50.0,HOU,3,0.757
11584,Bucky Irving,TB,RB,9.9,13.9,11.9,,,,,,25.0,66.0,,4.0,4.0,33.0,,53.0,NYJ,3,1.154
6783,Jerry Jeudy,CLE,WR,1.7,2.7,2.2,,,,,,,,,5.0,1.0,17.0,,55.0,GB,3,1.089
9504,Kayshon Boutte,NE,WR,2.8,4.8,3.8,,,,,,,,,3.0,2.0,28.0,,56.0,PIT,3,1.383
12507,Omarion Hampton,LAC,RB,18.9,24.9,21.9,,,,,,19.0,70.0,1.0,7.0,6.0,59.0,,68.0,DEN,3,0.893
11629,Devontez Walker,BAL,WR,3.4,4.4,3.9,,,,,,,,,1.0,1.0,34.0,,7.0,DET,3,1.06
12493,Oronde Gadsden,LAC,TE,4.6,9.6,7.1,,,,,,,,,7.0,5.0,46.0,,22.0,DEN,3,1.197
7553,Kyle Pitts,ATL,TE,3.9,7.9,5.9,,,,,,,,,6.0,4.0,39.0,,54.0,CAR,3,1.154
19,Joe Flacco,CIN,QB,4.7,4.7,4.7,36.0,21.0,142.0,,1.0,,,,,,,,66.0,MIN,3,1.029
8698,Jake Tonges,SF,TE,2.1,4.1,3.1,,,,,,,,,3.0,2.0,21.0,,45.0,ARI,3,1.172
11157,Brycen Tremayne,CAR,WR,1.5,3.5,2.5,,,,,,,,,2.0,2.0,15.0,,16.0,ATL,3,0.863
5854,Drew Lock,SEA,QB,0.5,0.5,0.5,3.0,2.0,15.0,,,1.0,-1.0,,,,,,18.0,NO,3,1.025
3294,Dak Prescott,DAL,QB,14.0,14.0,14.0,40.0,31.0,251.0,1.0,2.0,,,,,,,,64.0,CHI,3,1.265
421,Matthew Stafford,LAR,QB,14.8,14.8,14.8,33.0,19.0,196.0,2.0,1.0,,,,,,,,66.0,PHI,3,0.869
8134,Khalil Shakir,BUF,WR,10.5,14.5,12.5,,,,,,,,,4.0,4.0,45.0,1.0,42.0,MIA,3,0.882
7828,Noah Gray,KC,TE,1.7,4.7,3.2,,,,,,,,,6.0,3.0,17.0,,49.0,NYG,3,0.996
11557,Joe Milton,DAL,QB,0.6,0.6,0.6,5.0,3.0,41.0,,1.0,,,,,,,,10.0,CHI,3,1.265
5995,Justice Hill,BAL,RB,4.5,7.5,6.0,,,,,,,,,4.0,3.0,45.0,,29.0,DET,3,0.781
12517,Colston Loveland,CHI,TE,3.1,4.1,3.6,,,,,,,,,3.0,1.0,31.0,,6.0,DAL,3,1.129
8138,James Cook,BUF,RB,17.8,20.8,19.3,,,,,,19.0,108.0,1.0,3.0,3.0,10.0,,40.0,MIA,3,1.197
8119,Jahan Dotson,PHI,WR,0.7,1.7,1.2,,,,,,,,,3.0,1.0,7.0,,52.0,LAR,3,0.988
8136,Rachaad White,TB,RB,1.4,2.4,1.9,,,,,,5.0,12.0,,1.0,1.0,2.0,,20.0,NYJ,3,1.154
11610,Malik Washington,MIA,WR,3.2,6.2,4.7,,,,,,2.0,20.0,,5.0,3.0,12.0,,33.0,BUF,3,1.063
4943,Sam Darnold,SEA,QB,16.7,16.7,16.7,18.0,14.0,218.0,2.0,,,,,,,,,39.0,NO,3,1.025
829,Andy Dalton,CAR,QB,-0.1,-0.1,-0.1,,,,,,1.0,-1.0,,,,,,1.0,ATL,3,0.891
11574,Dylan Laube,LV,RB,0.2,0.2,0.2,,,,,,3.0,2.0,,1.0,,,,7.0,WAS,3,0.969
3269,Chris Moore,WAS,WR,2.5,4.5,3.5,,,,,,,,,2.0,2.0,25.0,,33.0,LV,3,1.101
9488,Jaxon Smith-Njigba,SEA,WR,15.6,20.6,18.1,,,,,,,,,6.0,5.0,96.0,1.0,28.0,NO,3,0.949
7526,Jaylen Waddle,MIA,WR,9.9,14.9,12.4,,,,,,,,,6.0,5.0,39.0,1.0,53.0,BUF,3,1.063
13047,Jacardia Wright,SEA,RB,2.0,2.0,2.0,,,,,,5.0,20.0,,,,,,5.0,NO,3,1.024
2197,Brandin Cooks,NO,WR,2.4,5.4,3.9,,,,,,,,,5.0,3.0,24.0,,51.0,SEA,3,0.97
5870,Daniel Jones,IND,QB,15.8,15.8,15.8,25.0,18.0,228.0,1.0,,4.0,27.0,,,,,,50.0,TEN,3,0.914
5844,T.J. Hockenson,MIN,TE,10.9,15.9,13.4,,,,,,,,,6.0,5.0,49.0,1.0,41.0,CIN,3,1.667
12529,TreVeyon Henderson,NE,RB,4.7,7.7,6.2,,,,,,11.0,28.0,,3.0,3.0,19.0,,34.0,PIT,3,0.948
6790,D'Andre Swift,CHI,RB,7.8,10.8,9.3,,,,,,13.0,33.0,,4.0,3.0,45.0,,36.0,DAL,3,1.259
1373,Geno Smith,LV,QB,26.1,26.1,26.1,29.0,19.0,289.0,3.0,,2.0,5.0,,,,,,66.0,WAS,3,1.24
6768,Tua Tagovailoa,MIA,QB,13.8,13.8,13.8,34.0,22.0,146.0,2.0,1.0,2.0,10.0,,,,,,61.0,BUF,3,0.917
6130,Devin Singletary,NYG,RB,1.1,1.1,1.1,,,,,,4.0,11.0,,,,,,16.0,KC,3,0.891
6904,Jalen Hurts,PHI,QB,29.0,29.0,29.0,32.0,21.0,226.0,3.0,,9.0,40.0,1.0,,,,,67.0,LAR,3,0.888
11635,Ladd McConkey,LAC,WR,4.1,8.1,6.1,,,,,,,,,7.0,4.0,41.0,,80.0,DEN,3,0.738
8154,Brian Robinson,SF,RB,2.2,2.2,2.2,,,,,,2.0,22.0,,,,,,6.0,ARI,3,0.942
6111,Jake Browning,CIN,QB,7.9,7.9,7.9,27.0,19.0,140.0,1.0,2.0,1.0,3.0,,,,,,53.0,MIN,3,1.029
11620,Rome Odunze,CHI,WR,12.2,15.2,13.7,,,,,,,,,7.0,3.0,62.0,1.0,53.0,DAL,3,1.461
10232,Michael Wilson,ARI,WR,0.5,1.5,1.0,,,,,,,,,2.0,1.0,5.0,,49.0,SF,3,1.03
6804,Jordan Love,GB,QB,12.1,12.1,12.1,25.0,18.0,183.0,1.0,1.0,4.0,18.0,,,,,,65.0,CLE,3,1.022
8147,John Metchie,NYJ,WR,0.8,1.8,1.3,,,,,,,,,1.0,1.0,8.0,,2.0,TB,3,1.156
3634,Kalif Raymond,DET,WR,0.4,1.4,0.9,,,,,,,,,2.0,1.0,4.0,,33.0,BAL,3,1.213
8500,John FitzPatrick,GB,TE,7.2,9.2,8.2,,,,,,,,,2.0,2.0,12.0,1.0,15.0,CLE,3,1.048
8205,Isiah Pacheco,KC,RB,4.8,5.8,5.3,,,,,,10.0,45.0,,1.0,1.0,3.0,,40.0,NYG,3,1.414
1166,Kirk Cousins,ATL,QB,1.2,1.2,1.2,7.0,5.0,29.0,,,,,,,,,,15.0,CAR,3,0.862
5185,Allen Lazard,NYJ,WR,7.3,9.3,8.3,,,,,,,,,3.0,2.0,13.0,1.0,17.0,TB,3,1.156
8110,Jake Ferguson,DAL,TE,8.2,21.2,14.7,,,,,,,,,14.0,13.0,82.0,,42.0,CHI,3,1.13
1339,Zach Ertz,WAS,TE,3.8,6.8,5.3,,,,,,,,,3.0,3.0,38.0,,30.0,LV,3,0.986
11589,Trey Benson,ARI,RB,5.1,8.1,6.6,,,,,,10.0,42.0,,4.0,3.0,9.0,,40.0,SF,3,1.101
4046,Patrick Mahomes,KC,QB,13.2,13.2,13.2,37.0,22.0,224.0,1.0,,5.0,2.0,,,,,,72.0,NYG,3,1.105
7564,Ja'Marr Chase,CIN,WR,3.9,8.9,6.4,,,,,,1.0,9.0,,6.0,5.0,50.0,,48.0,MIN,3,0.98
8125,Calvin Austin,PIT,WR,9.4,12.4,10.9,,,,,,,,,5.0,3.0,34.0,1.0,39.0,NE,3,1.222
7587,Dyami Brown,JAX,WR,0.7,2.7,1.7,,,,,,,,,3.0,2.0,7.0,,23.0,HOU,3,0.757
8117,Jalen Tolbert,DAL,WR,4.4,7.4,5.9,,,,,,,,,6.0,3.0,24.0,,65.0,CHI,3,1.319
6797,Justin Herbert,LAC,QB,15.6,15.6,15.6,47.0,28.0,300.0,1.0,1.0,2.0,6.0,,,,,,86.0,DEN,3,0.764
6801,Tee Higgins,CIN,WR,1.5,2.5,2.0,,,,,,,,,2.0,1.0,15.0,,46.0,MIN,3,0.98
10859,Sam LaPorta,DET,TE,3.3,7.3,5.3,,,,,,,,,4.0,4.0,33.0,,57.0,BAL,3,0.902
11633,Jamari Thrash,CLE,WR,0.7,2.7,1.7,,,,,,,,,3.0,2.0,7.0,,12.0,GB,3,1.089
9501,DeMario Douglas,NE,WR,0.7,2.7,1.7,,,,,,,,,5.0,2.0,7.0,,29.0,PIT,3,1.383
8180,Jalen Nailor,MIN,WR,3.7,6.7,5.2,,,,,,,,,5.0,3.0,37.0,,50.0,CIN,3,1.111
12519,Luther Burden,CHI,WR,16.8,19.8,18.3,,,,,,1.0,7.0,,3.0,3.0,101.0,1.0,17.0,DAL,3,1.461
9486,Dontayvion Wicks,GB,WR,2.1,4.1,3.1,,,,,,,,,4.0,2.0,21.0,,44.0,CLE,3,1.258
12455,Brashard Smith,KC,RB,1.3,1.3,1.3,,,,,,2.0,13.0,,1.0,,,,8.0,NYG,3,1.414
4881,Lamar Jackson,BAL,QB,27.0,27.0,27.0,27.0,21.0,288.0,3.0,,7.0,35.0,,,,,,57.0,DET,3,1.104
4219,Jeremy McNichols,WAS,RB,13.8,13.8,13.8,,,,,,4.0,78.0,1.0,,,,,15.0,LV,3,1.146
2133,Davante Adams,LAR,WR,11.6,14.6,13.1,,,,,,,,,8.0,3.0,56.0,1.0,57.0,PHI,3,0.894
96,Aaron Rodgers,PIT,QB,12.7,12.7,12.7,23.0,16.0,139.0,2.0,1.0,4.0,1.0,,,,,,54.0,NE,3,1.251
5872,Deebo Samuel,WAS,WR,2.9,4.9,3.9,,,,,,3.0,18.0,,3.0,2.0,11.0,,25.0,LV,3,1.101
9480,Brenton Strange,JAX,TE,6.1,12.1,9.1,,,,,,,,,7.0,6.0,61.0,,58.0,HOU,3,0.801
827,Tyrod Taylor,NYJ,QB,17.7,17.7,17.7,36.0,26.0,197.0,2.0,1.0,8.0,48.0,,,,,,69.0,TB,3,1.034
4892,Baker Mayfield,TB,QB,17.7,17.7,17.7,29.0,19.0,233.0,1.0,,4.0,44.0,,,,,,72.0,NYJ,3,1.057
4137,James Conner,ARI,RB,3.7,6.7,5.2,,,,,,9.0,22.0,,4.0,3.0,15.0,,20.0,SF,3,1.101
12518,Tyler Warren,IND,TE,3.8,6.8,5.3,,,,,,,,,5.0,3.0,38.0,,39.0,TEN,3,0.847
12897,Nathan Carter,ATL,RB,2.6,2.6,2.6,,,,,,7.0,46.0,,,,,,7.0,CAR,3,0.939
5947,Jakobi Meyers,JAX,WR,6.3,9.3,7.8,,,,,,,,,4.0,3.0,63.0,,62.0,HOU,3,0.757
4988,Nick Chubb,HOU,RB,4.0,7.0,5.5,,,,,,9.0,38.0,,4.0,3.0,2.0,,33.0,JAX,3,0.904
11638,Ricky Pearsall,SF,WR,11.7,19.7,15.7,,,,,,,,,11.0,8.0,117.0,,63.0,ARI,3,1.062
12514,Emeka Egbuka,TB,WR,8.5,14.5,11.5,,,,,,,,,8.0,6.0,85.0,,46.0,NYJ,3,0.965
7569,Nico Collins,HOU,WR,14.4,22.4,18.4,,,,,,,,,11.0,8.0,104.0,1.0,54.0,JAX,3,0.903
9228,Bryce Young,CAR,QB,11.6,11.6,11.6,24.0,16.0,121.0,,,2.0,8.0,1.0,,,,,57.0,ATL,3,0.891
5973,Josh Oliver,MIN,TE,7.2,8.2,7.7,,,,,,,,,1.0,1.0,12.0,1.0,21.0,CIN,3,1.667
8408,Jordan Mason,MIN,RB,23.6,23.6,23.6,,,,,,16.0,116.0,2.0,,,,,36.0,CIN,3,1.588
11650,Luke McCaffrey,WAS,WR,11.6,14.6,13.1,,,,,,,,,3.0,3.0,56.0,1.0,21.0,LV,3,1.101
7021,Rico Dowdle,CAR,RB,9.8,10.8,10.3,,,,,,10.0,30.0,1.0,1.0,1.0,8.0,,23.0,ATL,3,1.012
8137,George Pickens,DAL,WR,12.8,17.8,15.3,,,,,,,,,9.0,5.0,68.0,1.0,61.0,CHI,3,1.319
7694,Tommy Tremble,CAR,TE,1.6,3.6,2.6,,,,,,,,,2.0,2.0,16.0,,33.0,ATL,3,0.648
9484,Tucker Kraft,GB,TE,2.9,5.9,4.4,,,,,,,,,4.0,3.0,29.0,,57.0,CLE,3,1.048
11597,Theo Johnson,NYG,TE,1.0,2.0,1.5,,,,,,,,,2.0,1.0,10.0,,57.0,KC,3,0.91
11576,Braelon Allen,NYJ,RB,4.7,6.7,5.7,,,,,,6.0,30.0,,2.0,2.0,17.0,,23.0,TB,3,1.012
7596,Elijah Moore,BUF,WR,4.1,6.1,5.1,,,,,,1.0,11.0,,3.0,2.0,30.0,,14.0,MIA,3,0.882
8146,Garrett Wilson,NYJ,WR,14.4,24.4,19.4,,,,,,,,,13.0,10.0,84.0,1.0,69.0,TB,3,1.156
12543,Tahj Brooks,CIN,RB,1.7,1.7,1.7,,,,,,5.0,17.0,,,,,,10.0,MIN,3,0.867
11586,Blake Corum,LAR,RB,5.3,5.3,5.3,,,,,,8.0,53.0,,,,,,16.0,PHI,3,1.083
8225,Daniel Bellinger,NYG,TE,0.6,1.6,1.1,,,,,,,,,1.0,1.0,6.0,,16.0,KC,3,0.91
12474,Woody Marks,HOU,RB,3.6,4.6,4.1,,,,,,6.0,27.0,,2.0,1.0,9.0,,30.0,JAX,3,0.904
4040,JuJu Smith-Schuster,KC,WR,5.5,9.5,7.5,,,,,,,,,4.0,4.0,55.0,,50.0,NYG,3,1.056
3321,Tyreek Hill,MIA,WR,10.9,15.9,13.4,,,,,,,,,10.0,5.0,49.0,1.0,53.0,BUF,3,1.063
2216,Mike Evans,TB,WR,9.3,13.3,11.3,,,,,,,,,8.0,4.0,33.0,1.0,52.0,NYJ,3,0.965
8132,Tyler Allgeier,ATL,RB,0.4,1.4,0.9,,,,,,1.0,4.0,,2.0,1.0,,,6.0,CAR,3,0.939
8254,Julius Chestnut,TEN,RB,2.6,2.6,2.6,,,,,,2.0,26.0,,,,,,6.0,IND,3,0.988
12489,RJ Harvey,DEN,RB,1.6,4.6,3.1,,,,,,2.0,2.0,,3.0,3.0,14.0,,15.0,LAC,3,1.01
7535,Hunter Long,JAX,TE,1.2,3.2,2.2,,,,,,,,,3.0,2.0,12.0,,14.0,HOU,3,0.801
12482,Savion Williams,GB,WR,-0.1,-0.1,-0.1,,,,,,2.0,-1.0,,,,,,6.0,CLE,3,1.258
4351,Tim Patrick,JAX,WR,1.6,2.6,2.1,,,,,,,,,1.0,1.0,16.0,,22.0,HOU,3,0.757
3198,Derrick Henry,BAL,RB,9.7,10.7,10.2,1.0,,,,,12.0,50.0,1.0,1.0,1.0,7.0,,28.0,DET,3,0.781
12522,Cam Ward,TEN,QB,13.0,13.0,13.0,38.0,23.0,219.0,1.0,1.0,3.0,12.0,,,,,,70.0,IND,3,1.13
8143,Jerome Ford,CLE,RB,1.0,5.0,3.0,,,,,,,,,4.0,4.0,10.0,,24.0,GB,3,0.805
12496,Tai Felton,MIN,WR,0.9,1.9,1.4,,,,,,,,,1.0,1.0,9.0,,12.0,CIN,3,1.111
9493,Puka Nacua,LAR,WR,11.8,22.8,17.3,,,,,,1.0,6.0,,15.0,11.0,112.0,,60.0,PHI,3,0.894
4981,Calvin Ridley,TEN,WR,2.7,3.7,3.2,,,,,,,,,7.0,1.0,27.0,,61.0,IND,3,1.163
7946,Jack Stoll,NO,TE,8.1,10.1,9.1,,,,,,,,,3.0,2.0,21.0,1.0,23.0,SEA,3,1.281
12540,Chimere Dike,TEN,WR,0.5,3.5,2.0,,,,,,2.0,3.0,,4.0,3.0,2.0,,29.0,IND,3,1.163
5859,A.J. Brown,PHI,WR,16.9,22.9,19.9,,,,,,,,,10.0,6.0,109.0,1.0,62.0,LAR,3,0.988
4034,Christian McCaffrey,SF,RB,14.0,24.0,19.0,,,,,,17.0,52.0,,15.0,10.0,88.0,,59.0,ARI,3,0.942
4866,Saquon Barkley,PHI,RB,5.5,9.5,7.5,,,,,,18.0,46.0,,5.0,4.0,9.0,,63.0,LAR,3,0.656
5967,Tony Pollard,TEN,RB,11.9,13.9,12.9,,,,,,16.0,45.0,1.0,4.0,2.0,14.0,,64.0,IND,3,0.988
12048,George Holani,SEA,RB,2.2,4.2,3.2,,,,,,10.0,27.0,,2.0,2.0,15.0,,20.0,NO,3,1.024
12641,Jaylin Lane,WAS,WR,5.8,6.8,6.3,,,,,,,,,2.0,1.0,-2.0,,14.0,LV,3,1.101
10213,Tre Tucker,LV,WR,32.9,40.9,36.9,,,,,,1.0,4.0,,9.0,8.0,145.0,3.0,62.0,WAS,3,1.036
8130,Trey McBride,ARI,TE,10.3,15.3,12.8,,,,,,,,,8.0,5.0,43.0,1.0,58.0,SF,3,1.127
8142,Alec Pierce,IND,WR,6.7,10.7,8.7,,,,,,,,,5.0,4.0,67.0,,31.0,TEN,3,0.98
3214,Hunter Henry,NE,TE,21.0,29.0,25.0,,,,,,,,,11.0,8.0,90.0,2.0,60.0,PIT,3,1.306
7523,Trevor Lawrence,JAX,QB,8.8,8.8,8.8,40.0,20.0,222.0,,1.0,2.0,9.0,,,,,,70.0,HOU,3,0.778
12508,Jaxson Dart,NYG,QB,0.3,0.3,0.3,,,,,,1.0,3.0,,,,,,3.0,KC,3,0.928
12533,Jacory Croskey-Merritt,WAS,RB,9.1,10.1,9.6,,,,,,8.0,26.0,1.0,1.0,1.0,5.0,,23.0,LV,3,1.146
3048,Chris Manhertz,NYG,TE,0.7,1.7,1.2,,,,,,,,,1.0,1.0,7.0,,13.0,KC,3,0.91
6945,Antonio Gibson,NE,RB,0.8,0.8,0.8,,,,,,7.0,28.0,,,,,,19.0,PIT,3,0.948
8676,Rashid Shaheed,SEA,WR,4.2,8.2,6.2,,,,,,,,,6.0,4.0,42.0,,54.0,NO,3,0.949
6271,Olamide Zaccheaus,CHI,WR,3.6,6.6,5.1,,,,,,1.0,12.0,,4.0,3.0,24.0,,34.0,DAL,3,1.461
12527,Ashton Jeanty,LV,RB,6.3,6.3,6.3,,,,,,17.0,63.0,,,,,,40.0,WAS,3,0.969
12473,Mitchell Evans,CAR,TE,0.9,1.9,1.4,,,,,,,,,1.0,1.0,9.0,,20.0,ATL,3,0.648
10219,Chris Rodriguez,WAS,RB,3.9,3.9,3.9,,,,,,11.0,39.0,,,,,,22.0,LV,3,1.146
4983,DJ Moore,CHI,WR,8.8,12.8,10.8,,,,,,3.0,7.0,,5.0,4.0,21.0,1.0,53.0,DAL,3,1.461
5022,Dallas Goedert,PHI,TE,9.3,10.3,9.8,,,,,,,,,2.0,1.0,33.0,1.0,61.0,LAR,3,0.97
12495,Ollie Gordon,MIA,RB,9.8,9.8,9.8,,,,,,9.0,38.0,1.0,,,,,15.0,BUF,3,1.148
4189,Eric Saubert,SEA,TE,1.2,2.2,1.7,,,,,,,,,1.0,1.0,12.0,,26.0,NO,3,1.143
8917,KaVontae Turpin,DAL,WR,6.8,8.8,7.8,,,,,,1.0,4.0,,3.0,2.0,64.0,,49.0,CHI,3,1.319
11655,Tyrone Tracy,NYG,RB,3.6,5.6,4.6,,,,,,7.0,29.0,,3.0,2.0,7.0,,11.0,KC,3,0.891
12775,Max Brosmer,MIN,QB,1.2,1.2,1.2,4.0,2.0,29.0,,,,,,,,,,12.0,CIN,3,1.334
2374,Tyler Lockett,LV,WR,3.7,7.7,5.7,,,,,,,,,4.0,4.0,37.0,,38.0,WAS,3,1.036
9226,De'Von Achane,MIA,RB,9.1,16.1,12.6,,,,,,12.0,62.0,,9.0,7.0,29.0,,47.0,BUF,3,1.148
9494,Marvin Mims,DEN,WR,0.4,1.4,0.9,,,,,,,,,4.0,1.0,4.0,,23.0,LAC,3,0.799
11559,Michael Penix,ATL,QB,5.8,5.8,5.8,36.0,18.0,172.0,,2.0,2.0,9.0,,,,,,51.0,CAR,3,0.862
4993,Mike Gesicki,CIN,TE,0.6,1.6,1.1,,,,,,,,,3.0,1.0,6.0,,17.0,MIN,3,1.109
11627,Troy Franklin,DEN,WR,0.8,2.8,1.8,,,,,,,,,4.0,2.0,8.0,,41.0,LAC,3,0.799
5955,Hunter Renfrow,CAR,WR,0.6,2.6,1.6,,,,,,,,,4.0,2.0,6.0,,17.0,ATL,3,0.863
9509,Bijan Robinson,ATL,RB,11.1,16.1,13.6,,,,,,13.0,72.0,,6.0,5.0,39.0,,53.0,CAR,3,0.939
7525,DeVonta Smith,PHI,WR,12.0,20.0,16.0,,,,,,,,,9.0,8.0,60.0,1.0,64.0,LAR,3,0.988
12530,Travis Hunter,JAX,WR,2.1,3.1,2.6,,,,,,,,,2.0,1.0,21.0,,37.0,HOU,3,0.757
8207,Tyler Goodson,IND,RB,0.6,0.6,0.6,,,,,,2.0,6.0,,,,,,4.0,TEN,3,1.243
12490,Bhayshul Tuten,JAX,RB,8.1,8.1,8.1,,,,,,6.0,21.0,1.0,1.0,,,,12.0,HOU,3,0.92
8112,Drake London,ATL,WR,5.5,10.5,8.0,,,,,,,,,8.0,5.0,55.0,,57.0,CAR,3,0.855
11632,Malik Nabers,NYG,WR,1.3,3.3,2.3,,,,,,,,,7.0,2.0,13.0,,61.0,KC,3,0.83
4177,Mack Hollins,NE,WR,2.7,6.7,4.7,,,,,,,,,4.0,4.0,27.0,,46.0,PIT,3,1.383
5848,Marquise Brown,KC,WR,4.2,8.2,6.2,,,,,,,,,6.0,4.0,42.0,,49.0,NYG,3,1.056
11371,Julian Hill,MIA,TE,0.4,1.4,0.9,,,,,,,,,1.0,1.0,4.0,,34.0,BUF,3,0.553
9229,Anthony Richardson,IND,QB,-0.1,-0.1,-0.1,,,,,,4.0,-1.0,,,,,,7.0,TEN,3,0.914
10214,Davis Allen,LAR,TE,0.3,1.3,0.8,,,,,,,,,1.0,1.0,3.0,,25.0,PHI,3,0.723
12499,Elic Ayomanor,TEN,WR,9.8,13.8,11.8,,,,,,,,,5.0,4.0,38.0,1.0,52.0,IND,3,1.163
11299,Zavier Scott,MIN,RB,5.0,6.0,5.5,,,,,,8.0,30.0,,1.0,1.0,20.0,,17.0,CIN,3,1.588
9221,Jahmyr Gibbs,DET,RB,21.9,26.9,24.4,,,,,,22.0,67.0,2.0,6.0,5.0,32.0,,47.0,BAL,3,1.174
3163,Jared Goff,DET,QB,12.7,12.7,12.7,28.0,20.0,202.0,1.0,,4.0,6.0,,,,,,68.0,BAL,3,0.973
4039,Cooper Kupp,SEA,WR,3.1,5.1,4.1,,,,,,,,,3.0,2.0,31.0,,31.0,NO,3,0.949
12483,Jack Bech,LV,WR,1.0,2.0,1.5,,,,,,,,,1.0,1.0,10.0,,16.0,WAS,3,1.036
10234,Derius Davis,LAC,WR,-1.8,-1.8,-1.8,,,,,,1.0,2.0,,,,,,7.0,DEN,3,0.738
8148,Jameson Williams,DET,WR,4.3,6.3,5.3,,,,,,,,,3.0,2.0,43.0,,62.0,BAL,3,1.213
10444,Cedric Tillman,CLE,WR,2.6,5.6,4.1,,,,,,,,,3.0,3.0,26.0,,49.0,GB,3,1.089
7090,Darnell Mooney,ATL,WR,4.4,8.4,6.4,,,,,,,,,11.0,4.0,44.0,,59.0,CAR,3,0.855
11628,Marvin Harrison,ARI,WR,4.4,7.4,5.9,,,,,,,,,6.0,3.0,44.0,,53.0,SF,3,1.03
1479,Keenan Allen,LAC,WR,12.5,19.5,16.0,,,,,,,,,11.0,7.0,65.0,1.0,56.0,DEN,3,0.738
12531,Trevor Etienne,CAR,RB,-2.0,-2.0,-2.0,,,,,,,,,,,,,2.0,ATL,3,1.012
12539,Arian Smith,NYJ,WR,0.2,2.2,1.2,,,,,,,,,2.0,2.0,2.0,,54.0,TB,3,1.156
1234,Russell Wilson,NYG,QB,7.1,7.1,7.1,32.0,18.0,160.0,,2.0,5.0,27.0,,,,,,63.0,KC,3,0.928
12541,Dont'e Thornton,LV,WR,2.9,4.9,3.9,,,,,,,,,4.0,2.0,29.0,,39.0,WAS,3,1.036
12512,Quinshon Judkins,CLE,RB,15.5,16.5,16.0,,,,,,18.0,94.0,1.0,2.0,1.0,1.0,,36.0,GB,3,0.805
